ANO;LOCALIDAD_MADRE;EDAD_MADRE;SEXO;REGIMEN_SEGURIDAD_SOCIAL;TOTAL_NACIDOS
2011;00 - Bogotá;44;Masculino;Subsidiado;15
2011;00 - Bogotá;43;Femenino;Subsidiado;32
2011;00 - Bogotá;35;Femenino;Excepción;61
2011;00 - Bogotá;33;Femenino;No Asegurado;77
2011;00 - Bogotá;36;Femenino;Excepción;35
2011;00 - Bogotá;43;Femenino;Excepción;6
2011;00 - Bogotá;20;Masculino;Especial;1
2011;00 - Bogotá;49;Masculino;Contributivo;4
2011;00 - Bogotá;52;Femenino;Contributivo;4
2011;00 - Bogotá;33;Masculino;Especial;3
2011;00 - Bogotá;46;Masculino;Contributivo;15
2011;00 - Bogotá;52;Masculino;Subsidiado;2
2011;00 - Bogotá;23;Femenino;Excepción;77
2011;00 - Bogotá;40;Femenino;No Asegurado;24
2011;00 - Bogotá;13;Femenino;Contributivo;15
2011;00 - Bogotá;39;Masculino;Excepción;28
2011;00 - Bogotá;19;Femenino;Excepción;49
2011;00 - Bogotá;52;Femenino;Subsidiado;1
2011;00 - Bogotá;39;Femenino;No Asegurado;36
2011;00 - Bogotá;24;Femenino;Excepción;84
2011;00 - Bogotá;38;Femenino;No Asegurado;38
2011;00 - Bogotá;43;Masculino;No Asegurado;6
2011;00 - Bogotá;25;Masculino;Excepción;91
2011;00 - Bogotá;41;Femenino;Subsidiado;57
2011;00 - Bogotá;15;Femenino;Excepción;7
2011;00 - Bogotá;35;Masculino;No Asegurado;71
2011;00 - Bogotá;45;Femenino;No Asegurado;6
2011;00 - Bogotá;24;Masculino;Excepción;75
2011;00 - Bogotá;26;Masculino;Sin Dato;2
2011;00 - Bogotá;32;Femenino;Excepción;86
2011;00 - Bogotá;13;Masculino;Contributivo;11
2011;00 - Bogotá;19;Masculino;Excepción;47
2011;00 - Bogotá;51;Masculino;Contributivo;6
2011;00 - Bogotá;17;Femenino;Excepción;40
2011;00 - Bogotá;42;Femenino;Excepción;6
2011;00 - Bogotá;44;Masculino;Excepción;6
2011;00 - Bogotá;40;Masculino;No Asegurado;33
2011;00 - Bogotá;40;Femenino;Excepción;24
2011;00 - Bogotá;40;Masculino;Excepción;14
2011;00 - Bogotá;45;Masculino;Subsidiado;13
2011;00 - Bogotá;53;Femenino;Contributivo;2
2011;00 - Bogotá;47;Masculino;Contributivo;8
2011;00 - Bogotá;17;Femenino;Especial;1
2011;00 - Bogotá;16;Femenino;Especial;1
2011;00 - Bogotá;44;Masculino;No Asegurado;6
2011;00 - Bogotá;49;Femenino;Contributivo;11
2011;00 - Bogotá;17;Masculino;Sin Dato;1
2011;00 - Bogotá;18;Masculino;Sin Dato;1
2011;00 - Bogotá;42;Femenino;No Asegurado;22
2011;00 - Bogotá;41;Femenino;No Asegurado;27
2011;00 - Bogotá;13;Femenino;Subsidiado;10
2011;00 - Bogotá;43;Masculino;Excepción;11
2011;00 - Bogotá;47;Femenino;Contributivo;10
2011;00 - Bogotá;34;Femenino;Especial;2
2011;00 - Bogotá;48;Masculino;Contributivo;4
2011;00 - Bogotá;15;Masculino;Excepción;7
2011;00 - Bogotá;47;Masculino;No Asegurado;3
2011;00 - Bogotá;12;Masculino;Contributivo;1
2011;00 - Bogotá;38;Masculino;Excepción;36
2011;00 - Bogotá;52;Masculino;Contributivo;5
2011;00 - Bogotá;29;Femenino;Especial;1
2011;00 - Bogotá;26;Masculino;Especial;1
2011;00 - Bogotá;47;Masculino;Subsidiado;1
2011;00 - Bogotá;50;Masculino;Contributivo;8
2011;00 - Bogotá;51;Masculino;No Asegurado;1
2011;00 - Bogotá;36;Femenino;Especial;3
2011;00 - Bogotá;;Masculino;Contributivo;1
2011;00 - Bogotá;44;Femenino;Excepción;3
2011;00 - Bogotá;38;Femenino;Especial;4
2011;00 - Bogotá;39;Femenino;Especial;2
2011;00 - Bogotá;25;Femenino;Especial;1
2011;00 - Bogotá;48;Femenino;Contributivo;6
2011;00 - Bogotá;12;Femenino;Subsidiado;1
2011;00 - Bogotá;43;Femenino;No Asegurado;14
2011;00 - Bogotá;26;Femenino;Especial;1
2011;00 - Bogotá;18;Masculino;Especial;1
2011;00 - Bogotá;44;Femenino;No Asegurado;5
2011;00 - Bogotá;37;Masculino;Especial;1
2011;00 - Bogotá;31;Femenino;Sin Dato;1
2011;00 - Bogotá;13;Femenino;No Asegurado;7
2011;00 - Bogotá;28;Femenino;Especial;1
2011;00 - Bogotá;;Femenino;Contributivo;3
2011;00 - Bogotá;14;Femenino;Excepción;2
2011;00 - Bogotá;34;Masculino;Especial;2
2011;00 - Bogotá;33;Femenino;Especial;2
2011;00 - Bogotá;31;Masculino;Especial;1
2011;00 - Bogotá;45;Masculino;Excepción;1
2011;00 - Bogotá;37;Femenino;Especial;1
2011;00 - Bogotá;29;Masculino;Sin Dato;1
2011;00 - Bogotá;35;Masculino;Especial;2
2011;00 - Bogotá;54;Masculino;Contributivo;1
2011;00 - Bogotá;30;Femenino;Especial;2
2011;00 - Bogotá;48;Femenino;Subsidiado;1
2011;00 - Bogotá;47;Femenino;No Asegurado;1
2011;00 - Bogotá;47;Femenino;Excepción;1
2011;00 - Bogotá;48;Masculino;No Asegurado;1
2011;00 - Bogotá;29;Femenino;Sin Dato;1
2011;00 - Bogotá;42;Masculino;Excepción;4
2011;00 - Bogotá;28;Masculino;Especial;1
2011;00 - Bogotá;27;Masculino;Especial;1
2011;00 - Bogotá;13;Masculino;No Asegurado;2
2011;00 - Bogotá;25;Masculino;Sin Dato;1
2011;00 - Bogotá;30;Masculino;Especial;2
2011;00 - Bogotá;30;Masculino;Sin Dato;1
2011;00 - Bogotá;28;Masculino;Sin Dato;1
2011;00 - Bogotá;10;Masculino;No Asegurado;1
2011;00 - Bogotá;;Femenino;Especial;1
2011;00 - Bogotá;35;Femenino;Especial;2
2011;00 - Bogotá;31;Femenino;Especial;2
2011;00 - Bogotá;51;Masculino;Subsidiado;1
2011;00 - Bogotá;46;Femenino;No Asegurado;1
2011;00 - Bogotá;32;Masculino;Especial;1
2011;00 - Bogotá;19;Femenino;Especial;1
2011;00 - Bogotá;49;Masculino;Excepción;1
2011;00 - Bogotá;51;Masculino;Excepción;1
2011;00 - Bogotá;12;Masculino;No Asegurado;2
2011;00 - Bogotá;47;Femenino;Subsidiado;1
2011;00 - Bogotá;32;Femenino;Especial;1
2011;00 - Bogotá;42;Masculino;Especial;1
2011;00 - Bogotá;42;Femenino;Sin Dato;1
2011;00 - Bogotá;48;Masculino;Subsidiado;1
2011;00 - Bogotá;20;Femenino;Especial;1
2011;00 - Bogotá;12;Femenino;No Asegurado;1
2011;00 - Bogotá;49;Masculino;Subsidiado;1
2011;00 - Bogotá;36;Masculino;Especial;1
2011;00 - Bogotá;23;Femenino;Sin Dato;1
2011;00 - Bogotá;;Masculino;Sin Dato;1
2011;00 - Bogotá;45;Femenino;Excepción;1
2011;11 - Suba;37;Femenino;Contributivo;159
2011;08 - Kennedy;36;Masculino;Contributivo;133
2011;04 - San Cristóbal;21;Femenino;No Asegurado;29
2011;08 - Kennedy;21;Masculino;Contributivo;246
2011;08 - Kennedy;22;Femenino;Excepción;16
2011;16 - Puente Aranda;17;Femenino;Subsidiado;12
2011;05 - Usme;20;Femenino;Subsidiado;108
2011;01 - Usaquén;29;Femenino;Contributivo;134
2011;09 - Fontibón;32;Masculino;Contributivo;111
2011;08 - Kennedy;26;Masculino;Contributivo;306
2011;06 - Tunjuelito;25;Femenino;Subsidiado;9
2011;19 - Ciudad Bolívar;30;Femenino;No Asegurado;16
2011;13 - Teusaquillo;37;Masculino;Contributivo;12
2011;05 - Usme;36;Masculino;Contributivo;17
2011;08 - Kennedy;30;Masculino;Subsidiado;48
2011;11 - Suba;20;Masculino;Contributivo;187
2011;09 - Fontibón;39;Femenino;Contributivo;29
2011;18 - Rafael Uribe Uribe;39;Masculino;Subsidiado;8
2011;02 - Chapinero;37;Masculino;Contributivo;36
2011;08 - Kennedy;20;Femenino;Contributivo;215
2011;16 - Puente Aranda;18;Masculino;No Asegurado;9
2011;07 - Bosa;22;Femenino;Contributivo;192
2011;04 - San Cristóbal;19;Masculino;No Asegurado;40
2011;11 - Suba;15;Masculino;No Asegurado;18
2011;11 - Suba;19;Femenino;No Asegurado;70
2011;12 - Barrios Unidos;30;Masculino;Contributivo;50
2011;08 - Kennedy;34;Masculino;Excepción;10
2011;11 - Suba;29;Masculino;Subsidiado;26
2011;07 - Bosa;30;Masculino;No Asegurado;16
2011;10 - Engativá;39;Masculino;Contributivo;59
2011;02 - Chapinero;24;Masculino;Contributivo;25
2011;07 - Bosa;28;Masculino;Contributivo;171
2011;18 - Rafael Uribe Uribe;23;Masculino;Subsidiado;43
2011;07 - Bosa;24;Femenino;Contributivo;172
2011;01 - Usaquén;25;Masculino;Contributivo;77
2011;04 - San Cristóbal;24;Femenino;Contributivo;101
2011;10 - Engativá;24;Femenino;Contributivo;193
2011;08 - Kennedy;15;Masculino;No Asegurado;14
2011;11 - Suba;29;Femenino;Contributivo;290
2011;11 - Suba;27;Femenino;Contributivo;278
2011;15 - Antonio Nariño;28;Femenino;Contributivo;27
2011;05 - Usme;26;Femenino;Contributivo;76
2011;18 - Rafael Uribe Uribe;25;Masculino;Subsidiado;40
2011;10 - Engativá;33;Masculino;Contributivo;171
2011;10 - Engativá;24;Masculino;Contributivo;198
2011;05 - Usme;32;Masculino;Subsidiado;28
2011;07 - Bosa;29;Masculino;Contributivo;165
2011;18 - Rafael Uribe Uribe;36;Masculino;Subsidiado;17
2011;01 - Usaquén;15;Femenino;Subsidiado;7
2011;08 - Kennedy;16;Femenino;Contributivo;87
2011;19 - Ciudad Bolívar;32;Masculino;Contributivo;61
2011;01 - Usaquén;22;Masculino;Contributivo;86
2011;16 - Puente Aranda;27;Femenino;Contributivo;83
2011;04 - San Cristóbal;24;Masculino;Subsidiado;55
2011;10 - Engativá;28;Masculino;No Asegurado;20
2011;19 - Ciudad Bolívar;18;Masculino;Subsidiado;169
2011;07 - Bosa;35;Masculino;Contributivo;90
2011;07 - Bosa;25;Masculino;Subsidiado;71
2011;16 - Puente Aranda;25;Masculino;Contributivo;67
2011;19 - Ciudad Bolívar;33;Masculino;Subsidiado;46
2011;11 - Suba;31;Femenino;Contributivo;320
2011;12 - Barrios Unidos;30;Femenino;Contributivo;45
2011;19 - Ciudad Bolívar;28;Masculino;Contributivo;141
2011;18 - Rafael Uribe Uribe;23;Femenino;Subsidiado;50
2011;07 - Bosa;26;Masculino;Subsidiado;56
2011;19 - Ciudad Bolívar;25;Masculino;Contributivo;125
2011;04 - San Cristóbal;36;Masculino;Contributivo;33
2011;05 - Usme;15;Femenino;Contributivo;27
2011;08 - Kennedy;23;Femenino;Contributivo;270
2011;08 - Kennedy;20;Masculino;Contributivo;257
2011;09 - Fontibón;25;Femenino;Contributivo;77
2011;15 - Antonio Nariño;36;Femenino;Contributivo;12
2011;01 - Usaquén;24;Femenino;Subsidiado;18
2011;06 - Tunjuelito;29;Masculino;Contributivo;59
2011;11 - Suba;24;Femenino;No Asegurado;37
2011;19 - Ciudad Bolívar;27;Masculino;Contributivo;125
2011;10 - Engativá;34;Femenino;Contributivo;144
2011;05 - Usme;17;Femenino;Subsidiado;100
2011;08 - Kennedy;39;Masculino;No Asegurado;7
2011;18 - Rafael Uribe Uribe;20;Femenino;Subsidiado;65
2011;07 - Bosa;31;Femenino;Contributivo;112
2011;12 - Barrios Unidos;21;Femenino;Contributivo;30
2011;07 - Bosa;17;Femenino;Contributivo;124
2011;07 - Bosa;16;Masculino;Subsidiado;57
2011;10 - Engativá;20;Femenino;Contributivo;147
2011;05 - Usme;25;Femenino;No Asegurado;18
2011;08 - Kennedy;26;Femenino;Contributivo;257
2011;08 - Kennedy;21;Femenino;Contributivo;276
2011;09 - Fontibón;26;Femenino;Contributivo;96
2011;14 - Los Mártires;27;Masculino;Contributivo;17
2011;11 - Suba;36;Masculino;Contributivo;193
2011;08 - Kennedy;19;Masculino;Contributivo;225
2011;08 - Kennedy;33;Femenino;Contributivo;186
2011;07 - Bosa;17;Masculino;Contributivo;140
2011;06 - Tunjuelito;27;Femenino;Contributivo;64
2011;07 - Bosa;21;Masculino;Contributivo;181
2011;18 - Rafael Uribe Uribe;27;Masculino;Contributivo;86
2011;19 - Ciudad Bolívar;20;Masculino;Subsidiado;184
2011;05 - Usme;27;Masculino;Contributivo;69
2011;19 - Ciudad Bolívar;21;Femenino;No Asegurado;59
2011;11 - Suba;19;Femenino;Subsidiado;51
2011;11 - Suba;23;Masculino;Contributivo;212
2011;01 - Usaquén;29;Masculino;Contributivo;137
2011;15 - Antonio Nariño;26;Masculino;Contributivo;28
2011;18 - Rafael Uribe Uribe;29;Masculino;Contributivo;86
2011;11 - Suba;34;Masculino;Contributivo;249
2011;18 - Rafael Uribe Uribe;23;Masculino;Contributivo;112
2011;11 - Suba;38;Femenino;Contributivo;102
2011;19 - Ciudad Bolívar;23;Masculino;Subsidiado;116
2011;07 - Bosa;37;Masculino;Contributivo;53
2011;06 - Tunjuelito;20;Femenino;Contributivo;51
2011;04 - San Cristóbal;38;Femenino;Subsidiado;13
2011;16 - Puente Aranda;18;Femenino;Contributivo;30
2011;16 - Puente Aranda;26;Masculino;Contributivo;77
2011;19 - Ciudad Bolívar;24;Femenino;Contributivo;123
2011;08 - Kennedy;15;Femenino;Contributivo;44
2011;07 - Bosa;30;Femenino;Contributivo;146
2011;10 - Engativá;21;Masculino;Subsidiado;44
2011;05 - Usme;19;Femenino;No Asegurado;40
2011;06 - Tunjuelito;34;Masculino;Contributivo;25
2011;10 - Engativá;21;Femenino;Contributivo;159
2011;07 - Bosa;25;Femenino;No Asegurado;20
2011;07 - Bosa;37;Masculino;Subsidiado;8
2011;08 - Kennedy;21;Femenino;Subsidiado;108
2011;05 - Usme;23;Masculino;Contributivo;97
2011;05 - Usme;21;Femenino;Subsidiado;89
2011;04 - San Cristóbal;26;Masculino;Contributivo;95
2011;18 - Rafael Uribe Uribe;22;Masculino;Subsidiado;46
2011;19 - Ciudad Bolívar;23;Femenino;No Asegurado;42
2011;04 - San Cristóbal;21;Femenino;Contributivo;123
2011;08 - Kennedy;25;Femenino;Contributivo;238
2011;15 - Antonio Nariño;19;Masculino;No Asegurado;7
2011;06 - Tunjuelito;26;Femenino;Contributivo;54
2011;06 - Tunjuelito;31;Masculino;Contributivo;41
2011;14 - Los Mártires;25;Masculino;Subsidiado;8
2011;03 - Santa Fe;18;Femenino;No Asegurado;7
2011;11 - Suba;18;Masculino;Contributivo;156
2011;05 - Usme;29;Femenino;Subsidiado;29
2011;09 - Fontibón;17;Masculino;Contributivo;44
2011;09 - Fontibón;31;Femenino;Contributivo;102
2011;11 - Suba;22;Masculino;Contributivo;233
2011;18 - Rafael Uribe Uribe;21;Femenino;Contributivo;96
2011;09 - Fontibón;24;Masculino;Contributivo;87
2011;08 - Kennedy;38;Masculino;Contributivo;93
2011;18 - Rafael Uribe Uribe;24;Masculino;Subsidiado;37
2011;18 - Rafael Uribe Uribe;26;Masculino;Contributivo;90
2011;07 - Bosa;33;Femenino;Contributivo;71
2011;16 - Puente Aranda;17;Femenino;Contributivo;19
2011;02 - Chapinero;41;Femenino;Contributivo;7
2011;10 - Engativá;28;Masculino;Contributivo;237
2011;03 - Santa Fe;24;Femenino;Contributivo;11
2011;11 - Suba;27;Femenino;No Asegurado;26
2011;19 - Ciudad Bolívar;30;Masculino;Subsidiado;51
2011;11 - Suba;32;Masculino;Contributivo;277
2011;05 - Usme;21;Femenino;No Asegurado;28
2011;10 - Engativá;33;Masculino;Excepción;11
2011;09 - Fontibón;33;Masculino;Subsidiado;3
2011;07 - Bosa;30;Masculino;Contributivo;144
2011;08 - Kennedy;34;Femenino;Contributivo;174
2011;04 - San Cristóbal;40;Masculino;Contributivo;15
2011;12 - Barrios Unidos;15;Femenino;Contributivo;6
2011;02 - Chapinero;35;Femenino;Contributivo;48
2011;02 - Chapinero;30;Masculino;Contributivo;58
2011;11 - Suba;47;Masculino;No Asegurado;1
2011;19 - Ciudad Bolívar;29;Masculino;Subsidiado;62
2011;11 - Suba;15;Femenino;Contributivo;39
2011;11 - Suba;36;Femenino;Contributivo;172
2011;19 - Ciudad Bolívar;21;Masculino;Contributivo;146
2011;05 - Usme;25;Femenino;Subsidiado;44
2011;10 - Engativá;35;Femenino;Contributivo;122
2011;09 - Fontibón;34;Masculino;Contributivo;70
2011;04 - San Cristóbal;22;Masculino;Contributivo;86
2011;12 - Barrios Unidos;28;Femenino;Contributivo;39
2011;19 - Ciudad Bolívar;18;Femenino;Subsidiado;154
2011;11 - Suba;22;Masculino;Subsidiado;64
2011;19 - Ciudad Bolívar;34;Masculino;Excepción;6
2011;10 - Engativá;34;Masculino;Contributivo;133
2011;10 - Engativá;15;Masculino;Subsidiado;19
2011;08 - Kennedy;15;Masculino;Subsidiado;35
2011;04 - San Cristóbal;30;Femenino;Contributivo;76
2011;07 - Bosa;21;Femenino;Contributivo;157
2011;18 - Rafael Uribe Uribe;30;Masculino;No Asegurado;9
2011;18 - Rafael Uribe Uribe;31;Masculino;Contributivo;78
2011;18 - Rafael Uribe Uribe;28;Masculino;Contributivo;88
2011;08 - Kennedy;19;Femenino;No Asegurado;83
2011;02 - Chapinero;14;Masculino;Subsidiado;1
2011;04 - San Cristóbal;18;Masculino;Contributivo;62
2011;09 - Fontibón;35;Femenino;Contributivo;65
2011;15 - Antonio Nariño;25;Femenino;Contributivo;24
2011;10 - Engativá;36;Masculino;Excepción;5
2011;18 - Rafael Uribe Uribe;20;Masculino;Subsidiado;66
2011;16 - Puente Aranda;31;Femenino;Contributivo;59
2011;19 - Ciudad Bolívar;16;Masculino;Subsidiado;134
2011;08 - Kennedy;33;Masculino;Contributivo;185
2011;08 - Kennedy;20;Femenino;Subsidiado;104
2011;12 - Barrios Unidos;36;Masculino;Excepción;2
2011;07 - Bosa;20;Femenino;Subsidiado;101
2011;19 - Ciudad Bolívar;28;Femenino;Subsidiado;73
2011;05 - Usme;24;Masculino;Contributivo;93
2011;01 - Usaquén;34;Masculino;Contributivo;128
2011;11 - Suba;30;Masculino;No Asegurado;27
2011;18 - Rafael Uribe Uribe;36;Masculino;Excepción;3
2011;04 - San Cristóbal;24;Femenino;Subsidiado;63
2011;09 - Fontibón;26;Masculino;Contributivo;97
2011;11 - Suba;33;Masculino;No Asegurado;11
2011;18 - Rafael Uribe Uribe;19;Femenino;No Asegurado;35
2011;16 - Puente Aranda;19;Femenino;Contributivo;43
2011;07 - Bosa;35;Femenino;Subsidiado;17
2011;08 - Kennedy;29;Masculino;Contributivo;301
2011;02 - Chapinero;17;Masculino;Subsidiado;6
2011;08 - Kennedy;26;Masculino;Subsidiado;52
2011;05 - Usme;24;Femenino;Subsidiado;50
2011;07 - Bosa;20;Masculino;No Asegurado;84
2011;05 - Usme;30;Femenino;Contributivo;51
2011;15 - Antonio Nariño;24;Masculino;Subsidiado;4
2011;01 - Usaquén;32;Femenino;Contributivo;145
2011;01 - Usaquén;27;Masculino;Contributivo;123
2011;10 - Engativá;31;Masculino;Excepción;15
2011;03 - Santa Fe;22;Femenino;No Asegurado;10
2011;07 - Bosa;23;Femenino;Contributivo;189
2011;09 - Fontibón;27;Masculino;Contributivo;106
2011;05 - Usme;20;Masculino;Excepción;9
2011;05 - Usme;16;Masculino;Subsidiado;71
2011;11 - Suba;39;Masculino;Contributivo;101
2011;18 - Rafael Uribe Uribe;23;Femenino;Contributivo;84
2011;06 - Tunjuelito;21;Masculino;Subsidiado;23
2011;01 - Usaquén;30;Femenino;Contributivo;142
2011;14 - Los Mártires;18;Femenino;Subsidiado;13
2011;08 - Kennedy;24;Masculino;Contributivo;271
2011;11 - Suba;35;Masculino;Contributivo;230
2011;02 - Chapinero;35;Masculino;Contributivo;37
2011;15 - Antonio Nariño;20;Masculino;Contributivo;15
2011;04 - San Cristóbal;25;Masculino;Contributivo;96
2011;05 - Usme;20;Femenino;Contributivo;86
2011;10 - Engativá;32;Femenino;No Asegurado;11
2011;11 - Suba;17;Masculino;Contributivo;113
2011;18 - Rafael Uribe Uribe;24;Femenino;Subsidiado;41
2011;13 - Teusaquillo;17;Masculino;Subsidiado;4
2011;10 - Engativá;37;Femenino;Contributivo;86
2011;11 - Suba;30;Femenino;Contributivo;341
2011;07 - Bosa;27;Masculino;Contributivo;185
2011;07 - Bosa;25;Masculino;Contributivo;181
2011;05 - Usme;21;Masculino;Subsidiado;102
2011;19 - Ciudad Bolívar;34;Masculino;Contributivo;59
2011;04 - San Cristóbal;24;Masculino;Contributivo;110
2011;06 - Tunjuelito;27;Masculino;Contributivo;45
2011;06 - Tunjuelito;23;Masculino;Contributivo;52
2011;10 - Engativá;40;Femenino;Excepción;6
2011;01 - Usaquén;23;Femenino;Contributivo;82
2011;04 - San Cristóbal;30;Masculino;Contributivo;84
2011;12 - Barrios Unidos;32;Femenino;Contributivo;32
2011;09 - Fontibón;21;Masculino;Contributivo;76
2011;08 - Kennedy;31;Femenino;Contributivo;251
2011;11 - Suba;30;Masculino;Contributivo;359
2011;19 - Ciudad Bolívar;20;Femenino;Subsidiado;171
2011;04 - San Cristóbal;37;Femenino;Contributivo;23
2011;10 - Engativá;22;Masculino;Contributivo;205
2011;10 - Engativá;37;Masculino;Contributivo;100
2011;14 - Los Mártires;24;Masculino;Contributivo;21
2011;16 - Puente Aranda;18;Masculino;Contributivo;32
2011;08 - Kennedy;30;Masculino;Excepción;17
2011;03 - Santa Fe;27;Masculino;Contributivo;15
2011;06 - Tunjuelito;30;Masculino;No Asegurado;5
2011;18 - Rafael Uribe Uribe;22;Masculino;Contributivo;103
2011;01 - Usaquén;31;Masculino;Contributivo;164
2011;19 - Ciudad Bolívar;19;Masculino;Contributivo;124
2011;01 - Usaquén;35;Masculino;Contributivo;126
2011;07 - Bosa;24;Masculino;Contributivo;180
2011;06 - Tunjuelito;20;Femenino;Subsidiado;33
2011;11 - Suba;27;Masculino;Contributivo;260
2011;05 - Usme;17;Masculino;No Asegurado;21
2011;07 - Bosa;20;Femenino;Contributivo;178
2011;01 - Usaquén;28;Masculino;Contributivo;127
2011;05 - Usme;29;Masculino;Subsidiado;33
2011;19 - Ciudad Bolívar;18;Masculino;No Asegurado;74
2011;19 - Ciudad Bolívar;26;Femenino;No Asegurado;23
2011;05 - Usme;25;Masculino;Contributivo;71
2011;10 - Engativá;25;Masculino;Contributivo;187
2011;11 - Suba;24;Femenino;Subsidiado;42
2011;10 - Engativá;31;Masculino;Contributivo;197
2011;11 - Suba;33;Femenino;Contributivo;225
2011;09 - Fontibón;36;Masculino;Contributivo;53
2011;08 - Kennedy;36;Femenino;Contributivo;126
2011;09 - Fontibón;31;Masculino;Contributivo;93
2011;18 - Rafael Uribe Uribe;16;Femenino;Subsidiado;46
2011;10 - Engativá;30;Masculino;Contributivo;221
2011;11 - Suba;31;Masculino;Excepción;12
2011;04 - San Cristóbal;20;Femenino;Subsidiado;100
2011;07 - Bosa;26;Masculino;No Asegurado;32
2011;Sin Dato;17;Masculino;Subsidiado;3
2011;10 - Engativá;39;Femenino;Contributivo;50
2011;06 - Tunjuelito;31;Masculino;Subsidiado;13
2011;19 - Ciudad Bolívar;28;Femenino;Contributivo;101
2011;12 - Barrios Unidos;37;Femenino;Contributivo;24
2011;08 - Kennedy;17;Masculino;Contributivo;122
2011;10 - Engativá;40;Femenino;Contributivo;44
2011;18 - Rafael Uribe Uribe;29;Femenino;Contributivo;69
2011;14 - Los Mártires;28;Masculino;Subsidiado;6
2011;10 - Engativá;36;Femenino;Contributivo;106
2011;07 - Bosa;21;Masculino;Subsidiado;99
2011;09 - Fontibón;24;Masculino;Subsidiado;12
2011;11 - Suba;26;Masculino;No Asegurado;29
2011;09 - Fontibón;34;Femenino;Contributivo;70
2011;11 - Suba;26;Femenino;No Asegurado;39
2011;03 - Santa Fe;16;Femenino;Contributivo;13
2011;11 - Suba;21;Femenino;Contributivo;235
2011;02 - Chapinero;25;Femenino;Contributivo;27
2011;16 - Puente Aranda;32;Femenino;Contributivo;53
2011;08 - Kennedy;27;Femenino;Contributivo;304
2011;19 - Ciudad Bolívar;19;Masculino;Subsidiado;183
2011;14 - Los Mártires;22;Femenino;Contributivo;33
2011;08 - Kennedy;28;Masculino;Contributivo;320
2011;19 - Ciudad Bolívar;18;Masculino;Contributivo;114
2011;07 - Bosa;35;Femenino;Contributivo;67
2011;04 - San Cristóbal;39;Femenino;Subsidiado;8
2011;01 - Usaquén;27;Femenino;Contributivo;108
2011;10 - Engativá;25;Femenino;Contributivo;204
2011;07 - Bosa;39;Femenino;Contributivo;31
2011;05 - Usme;26;Masculino;Subsidiado;45
2011;13 - Teusaquillo;30;Femenino;Contributivo;34
2011;18 - Rafael Uribe Uribe;22;Masculino;No Asegurado;25
2011;11 - Suba;23;Femenino;Contributivo;227
2011;04 - San Cristóbal;33;Femenino;Contributivo;51
2011;09 - Fontibón;41;Femenino;Contributivo;11
2011;11 - Suba;27;Masculino;Subsidiado;39
2011;07 - Bosa;26;Femenino;Contributivo;147
2011;01 - Usaquén;38;Masculino;Contributivo;70
2011;06 - Tunjuelito;42;Femenino;Subsidiado;3
2011;05 - Usme;28;Masculino;Subsidiado;31
2011;10 - Engativá;32;Masculino;Contributivo;172
2011;16 - Puente Aranda;43;Femenino;No Asegurado;5
2011;11 - Suba;33;Masculino;Contributivo;258
2011;11 - Suba;24;Masculino;Contributivo;247
2011;11 - Suba;35;Femenino;Contributivo;246
2011;18 - Rafael Uribe Uribe;19;Masculino;Subsidiado;74
2011;19 - Ciudad Bolívar;21;Masculino;No Asegurado;57
2011;19 - Ciudad Bolívar;36;Masculino;Subsidiado;21
2011;02 - Chapinero;29;Femenino;No Asegurado;2
2011;05 - Usme;39;Masculino;Contributivo;10
2011;13 - Teusaquillo;24;Femenino;Contributivo;23
2011;03 - Santa Fe;19;Masculino;Contributivo;13
2011;01 - Usaquén;18;Femenino;Contributivo;48
2011;18 - Rafael Uribe Uribe;21;Masculino;Subsidiado;63
2011;03 - Santa Fe;26;Masculino;Subsidiado;10
2011;07 - Bosa;27;Femenino;Contributivo;165
2011;04 - San Cristóbal;19;Femenino;Contributivo;77
2011;11 - Suba;33;Masculino;Excepción;13
2011;05 - Usme;27;Femenino;Subsidiado;37
2011;01 - Usaquén;19;Femenino;No Asegurado;25
2011;06 - Tunjuelito;28;Masculino;No Asegurado;11
2011;06 - Tunjuelito;28;Masculino;Contributivo;42
2011;10 - Engativá;26;Femenino;Subsidiado;25
2011;08 - Kennedy;32;Masculino;Contributivo;232
2011;10 - Engativá;28;Femenino;Contributivo;228
2011;01 - Usaquén;42;Masculino;Subsidiado;2
2011;11 - Suba;31;Masculino;Contributivo;342
2011;02 - Chapinero;20;Masculino;Contributivo;13
2011;10 - Engativá;29;Femenino;Contributivo;228
2011;07 - Bosa;16;Masculino;Contributivo;92
2011;13 - Teusaquillo;20;Femenino;Contributivo;18
2011;08 - Kennedy;31;Femenino;Subsidiado;42
2011;02 - Chapinero;32;Femenino;No Asegurado;2
2011;19 - Ciudad Bolívar;16;Femenino;Contributivo;64
2011;11 - Suba;25;Femenino;Contributivo;258
2011;04 - San Cristóbal;21;Masculino;Contributivo;112
2011;10 - Engativá;19;Masculino;Contributivo;129
2011;08 - Kennedy;27;Masculino;Excepción;18
2011;18 - Rafael Uribe Uribe;24;Masculino;Contributivo;120
2011;18 - Rafael Uribe Uribe;33;Masculino;Excepción;4
2011;15 - Antonio Nariño;30;Femenino;Contributivo;20
2011;09 - Fontibón;29;Femenino;Contributivo;99
2011;01 - Usaquén;23;Masculino;Contributivo;77
2011;06 - Tunjuelito;17;Masculino;Subsidiado;24
2011;08 - Kennedy;31;Masculino;Contributivo;277
